trans_date_trans_time,cc_num,merchant,category,amt,first,last,gender,street,city,state,zip,lat,long,city_pop,job,dob,trans_num,unix_time,merch_lat,merch_long,is_fraud,merch_zipcode,pred
2019-01-02 18:00:09,213155997615567,fraud_Medhurst Inc,home,76.66,James,Yoder,M,83359 Lopez Point,Clune,PA,15727,40.5503,-79.3237,168,Race relations officer,1978-10-04,97daae4d147fe64c3fa32151f56e907e,1325527209,40.677704,-79.021849,0,15728.0,0
2019-01-02 19:21:07,4587657402165341815,fraud_Kuhn LLC,misc_net,188.83,Amber,Lewis,F,6296 John Keys Suite 858,Pembroke Township,IL,60958,41.0646,-87.5917,2135,"Psychotherapist, child",2004-05-08,2c29f479b06fcf4fc60bb35de14fc9ec,1325532067,40.769492,-88.006012,0,60938.0,0
2019-01-02 19:49:29,4173950183554608,"fraud_Eichmann, Hayes and Treutel",travel,1.3,Stephen,Marshall,M,47144 Roberts Keys,Monmouth Beach,NJ,7750,40.333,-73.9809,3279,Health promotion specialist,1978-10-05,3699a67b16aade843bbf639f0c6f687f,1325533769,40.727264,-73.347847,0,11704.0,0
2019-04-28 00:12:51,30371006069917,fraud_Parisian and Sons,gas_transport,20.53,Robert,James,M,92021 Miranda Meadows,Tamaroa,IL,62888,38.138000000000005,-89.2231,2135,"Development worker, community",1961-01-31,2c0ddd387556e80064d4c3283da9762b,1335571971,37.231385,-89.729449,1,63740.0,0
2019-01-01 06:54:07,3572976568630035,"fraud_Greenholt, Jacobi and Gleason",gas_transport,64.92,William,Lopez,M,785 Kevin Walk Suite 237,Brainard,NE,68626,41.1832,-96.9882,614,Associate Professor,1967-06-20,c2959f6ce246f729459ea50b5de61c78,1325400847,42.131440000000005,-96.938715,0,68787.0,0
2019-01-02 16:41:34,2288748891690227,fraud_Beer-Jast,kids_pets,71.53,Kathleen,Heath,F,9297 Victor Rest Apt. 382,Albuquerque,NM,87116,35.0561,-106.5506,641349,Charity officer,1967-01-24,c83f32ad3c7e2f6604732379ba590a5f,1325522494,34.625819,-105.583136,0,88321.0,0
2019-02-19 01:39:51,340953839692349,fraud_Padberg-Welch,grocery_pos,308.52,Tyler,Wright,M,615 Clarke Spring Apt. 172,Warren,MI,48088,42.5164,-82.9832,134056,"Doctor, hospital",1980-05-18,01f6442abccf587278f7bee024143ec2,1329615591,42.186088,-83.632452,1,48197.0,0
2019-03-25 23:42:42,4585132874641,"fraud_Koss, Hansen and Lueilwitz",home,231.12,Karen,Gordon,F,543 Ware Path Apt. 593,Utica,MO,64686,39.7417,-93.6289,271,Land/geomatics surveyor,1972-04-18,493892f8de5293b5a716793795ea9239,1332718962,39.816994,-93.070212,1,64628.0,0
2019-03-22 13:03:32,372520049757633,fraud_Koelpin and Sons,misc_net,788.28,Lori,Ramirez,F,4293 Ramirez Squares,Ranier,MN,56668,48.6031,-93.2977,136,Ceramics designer,2000-02-20,0b25addb81f42af904bba46d69883d9c,1332421412,48.944725,-93.083673,1,,1
2019-04-02 22:20:59,38588538868506,fraud_Hills-Boyer,personal_care,21.18,Jacqueline,Curry,F,3047 Jeff Place,Marathon,TX,79842,30.1886,-103.2214,498,Lexicographer,1990-11-23,fbb0e5235ef32103bb12b0c4c9fdeb34,1333405259,29.412249,-103.491172,1,,0
2019-03-05 02:45:00,2227671554547514,fraud_Jast-McDermott,shopping_pos,803.93,Angie,Jones,F,6970 Blake Trail,Clearwater,FL,33760,27.9004,-82.7152,172247,"Geneticist, molecular",1979-10-22,d820772d5cf53309fb357e37aab23dd3,1330915500,27.657206,-83.60844,1,,1
2019-01-01 23:04:12,4170689372027579,fraud_Morissette-Schaefer,personal_care,13.73,Samuel,Frey,M,830 Myers Plaza Apt. 384,Edmond,OK,73034,35.6665,-97.4798,116001,Media buyer,1993-05-10,0b50ac915ae41b2ed61c94a0c03fc334,1325459052,35.805312,-96.820339,0,74824.0,0
2019-01-01 00:06:53,377234009633447,fraud_Kerluke-Abshire,shopping_net,7.77,Theresa,Blackwell,F,43576 Kristina Islands,Shenandoah Junction,WV,25442,39.3716,-77.8229,1925,Systems developer,1966-02-14,3c74776e558f1499a7824b556e474b1d,1325376413,40.103866,-78.624459,0,15554.0,0
2019-01-01 15:16:08,4561546772499,fraud_Kutch-Wilderman,home,13.1,Daniel,Briggs,M,7118 Jessica Unions Apt. 789,Moriarty,NM,87035,34.9889,-106.0609,7268,"Therapist, art",1988-08-04,8aad33aa0bb9b8b8a0acc19c8ead3d78,1325430968,34.648344,-105.52457,0,88321.0,0
2019-01-02 10:12:46,3518758680062249,fraud_Rau and Sons,grocery_pos,83.28,Antonio,Koch,M,8738 Richard Brooks,Moab,UT,84532,38.5677,-109.5271,9772,Location manager,1989-11-24,48b54dacee16731a5e29679d2045812b,1325499166,38.0593,-109.405809,0,84535.0,0
2019-01-01 15:21:13,4312133045694601139,fraud_Stark-Batz,entertainment,157.47,Julian,Price,M,086 Pierce Cove,Pikesville,MD,21208,39.3764,-76.729,33917,Company secretary,1977-06-12,0213cbd465d7bfefbf3774018ea58920,1325431273,39.8444,-77.17625,0,17325.0,0
2019-01-18 22:36:57,372246459334925,"fraud_Konopelski, Schneider and Hartmann",food_dining,106.22,Rick,Martinez,M,062 Poole Hollow Apt. 815,Deadwood,SD,57732,44.3566,-103.6999,1979,Multimedia programmer,1970-03-13,a88ef885588442c03b04fd56ff64e5c9,1326926217,43.68751,-102.83038,1,,0
2019-02-25 01:40:21,180036456789979,fraud_Bernhard Inc,gas_transport,8.75,Mackenzie,Salazar,F,982 Melissa Lock,Bagley,WI,53801,42.9207,-91.0685,878,Risk analyst,1974-11-20,ce4082cc75184e4ee5124747070d5d54,1330134021,43.271221,-90.227592,1,53556.0,0
2019-01-01 00:26:22,3598215285024754,fraud_Heidenreich PLC,grocery_pos,207.36,Ashley,Lopez,F,9333 Valentine Point,Bellmore,NY,11710,40.6729,-73.5365,34496,"Librarian, public",1970-10-21,f246ac27c09429ff1e385d4683c79c4d,1325377582,40.202538,-73.859212,0,7720.0,0
2019-01-01 21:13:23,4481131401752,fraud_O'Hara-Wilderman,food_dining,4.19,Frank,Foster,M,37910 Ward Lights,Shrewsbury,MA,1545,42.2848,-71.7205,35299,English as a second language teacher,1975-04-30,fc26a280e498cb5df5f9d88550b51644,1325452403,41.889094,-71.759387,0,2825.0,0
2019-01-15 22:29:28,4377338765909719,fraud_Mante Group,misc_net,737.43,Nicholas,Mcmahon,M,2123 Jonathan Falls Suite 753,Heiskell,TN,37754,36.115,-84.0438,4729,"Geologist, wellsite",1982-04-19,bf97bb10e40202e79d2ea7e83d3900d2,1326666568,35.260901000000004,-83.94848499999999,1,28905.0,1
2019-01-16 22:27:43,4878364946692291,fraud_Kihn Inc,shopping_pos,793.22,Tina,Alvarez,F,1976 Tyler Underpass,Early,IA,50535,42.4483,-95.1726,885,"Pilot, airline",1949-08-14,7d168c9bde9c70911c184296f439ffe8,1326752863,43.021782,-94.606249,1,50528.0,1
2019-01-01 02:42:25,3533177016567295,"fraud_Kutch, Hermiston and Farrell",gas_transport,48.66,Derek,Bentley,M,782 Lee Crossing Apt. 209,Weeping Water,NE,68463,40.8731,-96.1528,1517,Dealer,1951-11-08,61efe8834c23dea4a334ea06a4dc293d,1325385745,41.066297,-95.412102,0,51533.0,0
2019-01-13 22:17:49,4666314527820883145,"fraud_Roob, Conn and Tremblay",shopping_pos,770.94,Guy,Thompson,M,5812 Ramos Oval Suite 598,Ravenna,NE,68869,41.0233,-98.9041,2202,"Solicitor, Scotland",1974-06-21,0e4cd5fbfa6845c164b8bb7a6b21ab14,1326493069,41.569284,-98.87645,1,68862.0,1
2019-01-02 08:53:38,4155021259183870,fraud_Kunze Inc,grocery_pos,80.44,Renee,Parrish,F,174 Jennifer Meadow Apt. 467,Mountain Park,OK,73559,34.7032,-98.9591,540,Research scientist (life sciences),1983-10-12,5af4591807fb026a18bdf3c5a30eac4a,1325494418,34.911691,-98.223652,0,73029.0,0
2019-01-01 20:57:25,4997733566924489,fraud_Hermann and Sons,shopping_pos,5.96,Stephanie,Taylor,F,598 Martin Pine Suite 365,Saint Paul,MN,55128,44.9913,-92.9487,753116,Fisheries officer,1971-08-06,170197eaea0269969fbc5b068cfde642,1325451445,44.607001,-93.145302,0,55024.0,0
2019-04-17 23:27:38,60427851591,fraud_Predovic Inc,shopping_net,774.11,Bradley,Martinez,M,3426 David Divide Suite 717,Burns Flat,OK,73624,35.3492,-99.188,2142,Politician's assistant,1976-06-30,533943570ab6dbdf678613341f05fb50,1334705258,34.894587,-99.605876,1,73554.0,1
2019-04-26 20:52:06,6011348830550197,fraud_Nader-Heller,misc_net,925.43,Samuel,Johnston,M,16285 Jessica Lights,Birmingham,AL,35229,33.4629,-86.7904,493806,Musician,1980-07-12,1314558698322f7502b7155ca6184434,1335473526,34.027112,-86.168429,1,35972.0,1
2019-01-02 15:20:59,3596357274378601,fraud_Roob-Okuneva,health_fitness,82.06,David,Everett,M,4138 David Fall,Morrisdale,PA,16858,41.0001,-78.2357,3688,Advice worker,1973-05-27,cd42e8c895750f38b0c078a8ffcae7c6,1325517659,40.220844,-78.69505799999999,0,15521.0,0
2019-01-01 09:20:54,3587044315915002,"fraud_Terry, Johns and Bins",misc_pos,37.59,Christian,Roman,M,495 Fisher Throughway,Grand Junction,TN,38039,35.0659,-89.1534,1804,Clothing/textile technologist,1974-10-15,80017c391071b5417e6e9d03773390ef,1325409654,35.72137,-88.187926,0,38363.0,0
2019-01-01 05:48:23,213161293389774,fraud_Barton Inc,grocery_pos,103.51,Catherine,Weber,F,74890 Rodriguez Springs Apt. 540,West Henrietta,NY,14586,43.0397,-77.6871,10256,"Teacher, primary school",1968-06-24,b10a3e40fb309c41f26a2931d5ba4257,1325396903,43.115164,-77.44351,0,14450.0,0
2019-02-26 22:42:41,3543885983111461,"fraud_Romaguera, Cruickshank and Greenholt",shopping_net,909.49,Colleen,Morris,F,89650 Patricia Turnpike,Mount Vernon,NY,10553,40.9086,-73.8221,67100,Chief of Staff,1937-04-16,c6ef9ea15daf09ac656a4c398f00041d,1330296161,40.0352,-73.624296,1,,1
2019-01-02 12:53:42,4561368699336875,"fraud_O'Connell, Botsford and Hand",home,5.1,Pamela,Lewis,F,653 Jessica Extension Apt. 668,Clifton,SC,29324,34.9906,-81.8327,167,Museum/gallery conservator,1988-11-01,7c50f51d0fe41ac8d686ad6eec337702,1325508822,35.245807,-82.242947,0,28722.0,0
2019-01-30 22:59:20,4155021259183870,fraud_Prosacco LLC,personal_care,19.69,Renee,Parrish,F,174 Jennifer Meadow Apt. 467,Mountain Park,OK,73559,34.7032,-98.9591,540,Research scientist (life sciences),1983-10-12,0e678db565d9f6be1621d4226ba404fa,1327964360,34.047646,-99.867127,1,79227.0,0
2019-01-01 01:59:23,4646845581490336108,"fraud_Monahan, Bogisich and Ledner",misc_pos,10.26,Julia,Bell,F,576 House Crossroad,West Sayville,NY,11796,40.732,-73.1,4056,Film/video editor,1990-06-25,343e889c6eb9e38d1fe0a557247fc26d,1325383163,40.711398,-73.523504,0,11756.0,0
2019-01-01 04:37:13,630441765090,"fraud_Lind, Huel and McClure",gas_transport,55.81,Susan,Washington,F,759 Erin Mount Suite 956,May,TX,76857,31.9571,-98.9656,1791,Corporate investment banker,1965-07-26,2f60161b7592fd5dd241b79921a70af0,1325392633,31.62308,-98.107596,0,76531.0,0
2019-03-15 22:54:03,6011148190095209,fraud_Leffler-Goldner,personal_care,17.81,Terri,Bailey,F,508 Erin Mount,Daly City,CA,94015,37.6787,-122.478,107941,"Buyer, industrial",1991-10-04,25e7ff63a957603100b07828de0dbedb,1331852043,36.968567,-122.762153,1,,0
2019-01-01 01:23:26,180014262259255,fraud_Stark-Batz,entertainment,5.83,Brianna,Page,F,0043 Henry Plaza,Brantley,AL,36009,31.571,-86.2743,2566,Exercise physiologist,1958-06-26,14eb123e2dc9745d0ca4c87a5469ffe4,1325381006,31.798954,-86.213243,0,36049.0,0
2019-01-01 08:42:31,4104312520615374,fraud_Kuvalis Ltd,gas_transport,74.4,Brooke,Rodriguez,F,901 Todd Gardens Apt. 466,Mountain Center,CA,92561,33.6401,-116.5567,1661,"Therapist, music",1988-09-19,52bf8c4c36520832ff7bfe21a60f7125,1325407351,33.011954,-116.93814,0,92025.0,0
2019-01-01 16:31:34,30371006069917,"fraud_Moore, Williamson and Emmerich",home,40.46,Robert,James,M,92021 Miranda Meadows,Tamaroa,IL,62888,38.138000000000005,-89.2231,2135,"Development worker, community",1961-01-31,8be439ceab60bcd609cced1eb8bf01dc,1325435494,39.061886,-88.980412,0,62418.0,0
2019-01-01 17:16:53,4342532437704183,fraud_Conroy Ltd,shopping_pos,8.66,Kevin,Elliott,M,1852 Vincent Isle Suite 328,Newark Valley,NY,13811,42.2281,-76.1625,4354,Further education lecturer,1994-02-16,cb8cd75b0d6c3bf7dc49c52e7a7b0f86,1325438213,42.329571,-75.925894,0,13862.0,0
2019-01-01 03:12:06,501802953619,"fraud_Rohan, White and Aufderhar",misc_net,8.68,Robert,Flores,M,3277 Fields Meadows Apt. 790,Greenview,CA,96037,41.5403,-122.9366,308,Call centre manager,1958-09-20,6d76dfcd39a8262fa7b8e723e0c6cf7f,1325387526,41.013729,-122.403496,0,96017.0,0
2019-03-04 22:05:25,2657850734909997,fraud_Bins-Tillman,entertainment,383.07,Alan,Howard,M,04139 Johnson Prairie Suite 401,Detroit,MI,48206,42.3749,-83.1087,673342,Trading standards officer,1946-11-01,16d9b06a938ff05d3eaccfa38b542d47,1330898725,42.270551,-82.607415,1,,0
2019-01-01 12:55:51,6564459919350820,fraud_Stiedemann Ltd,food_dining,59.06,Douglas,Willis,M,619 Jeremy Garden Apt. 681,Benton,WI,53803,42.5545,-90.3508,1306,Public relations officer,1958-09-10,4bf0199c6f00d4d72568fff512aa1cf6,1325422551,42.038172,-89.81033199999999,0,61014.0,0
2019-01-01 13:52:50,573860193545,fraud_Bins-Howell,personal_care,87.91,Cristian,Jones,M,0423 Kirby Field Suite 623,Wilmette,IL,60091,42.0765,-87.7246,27020,Trade mark attorney,1986-07-23,311885876429553b935a719340197994,1325425970,41.188091,-86.776543,0,46366.0,0
2019-02-21 22:09:59,3592931352252641,"fraud_Ritchie, Oberbrunner and Cremin",travel,8.76,Dylan,Garcia,M,923 Jordan Road,Afton,MN,55001,44.8696,-92.8234,2916,Barrister's clerk,1935-06-29,81f3edcb4875b297600d5cf0ed319f2e,1329862199,44.741274,-93.570236,1,55379.0,0
2019-01-01 13:14:46,376028110684021,fraud_Kub-Heaney,health_fitness,77.51,Aaron,Murray,M,624 Hale Springs Apt. 572,Meadville,MO,64659,39.7795,-93.3014,964,Tourist information centre manager,1974-12-23,38c33070fc07654c5b17d81704baded1,1325423686,40.759427,-93.539051,0,50103.0,0
2019-01-01 14:25:58,3543299015720986,"fraud_Denesik, Powlowski and Pouros",home,14.78,Angela,White,F,137 Adam Dale,Lebanon,VA,24266,36.8809,-82.0956,9521,"Teacher, English as a foreign language",1977-10-19,7e5b00136d665050598dabf406ef5b8c,1325427958,37.302767,-82.016898,0,24614.0,0
2019-02-15 20:23:32,6011603272871604,fraud_Gleason-Macejkovic,shopping_net,905.1,Robert,Holland,M,431 Tracy Expressway,Milner,GA,30257,33.141,-84.1759,4138,Field seismologist,1969-05-16,d59155df2f5a219955290d48041c0612,1329337412,33.002437,-83.819845,1,31029.0,1
2019-01-19 22:37:34,4220345354880,fraud_Gleason-Macejkovic,shopping_net,911.04,Patrick,Torres,M,27386 Snyder Station,Oxford,MI,48371,42.8223,-83.2829,24840,Agricultural consultant,1960-01-20,a7c7338a079067c51145628da5f60622,1327012654,42.745817,-82.808309,1,48048.0,1
2019-01-01 05:52:39,378278619832195,fraud_Vandervort-Funk,grocery_pos,83.38,Mary,Mcintyre,F,77921 Costa Villages,Eugene,OR,97403,44.0385,-123.0614,191096,"Scientist, physiological",1964-04-06,6e012022d698a9136bfac48be9b3d050,1325397159,43.659954,-123.848539,0,97473.0,0
2019-01-01 16:03:12,571365235126,fraud_Hills-Witting,shopping_net,3.89,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628,44.5995,-86.2141,372,"Exhibitions officer, museum/gallery",1995-07-12,9c7f4171fce7111db34eb60f56d74b9b,1325433792,45.447156,-87.01898800000001,0,54246.0,0
2019-04-16 23:27:26,60427851591,"fraud_Streich, Dietrich and Barton",shopping_net,1045.75,Bradley,Martinez,M,3426 David Divide Suite 717,Burns Flat,OK,73624,35.3492,-99.188,2142,Politician's assistant,1976-06-30,83f53528f55e93160cda0ee863eada6e,1334618846,35.981242,-99.259257,1,73835.0,1
2019-01-02 11:51:21,4505383113689,"fraud_Reichert, Rowe and Mraz",shopping_net,2.81,Alicia,Hawkins,F,507 John Overpass Suite 424,Harwood,MD,20776,38.8582,-76.6145,3289,Quantity surveyor,1933-03-15,d4fa1d0efe0ea7a02a8ebb8e0f1fc2fc,1325505081,39.365725,-76.35812,0,21162.0,0
2019-01-01 13:58:36,36485887555770,fraud_Prosacco LLC,personal_care,7.91,Michael,Gross,M,230 Ryan Tunnel Apt. 025,Fulton,OH,43321,40.4971,-82.8342,267,Facilities manager,2005-01-29,1a581b50c8224afce9e90eedd6a22e6e,1325426316,41.474397,-82.745311,0,44870.0,0
2019-01-01 14:40:13,3576431665303017,fraud_O'Hara-Wilderman,food_dining,5.24,Jessica,Ward,F,72269 Elizabeth Field Apt. 132,Phoenix,AZ,85020,33.5623,-112.0559,1312922,Contractor,1981-10-24,305863ab779e819ab1027b2e240be39d,1325428813,32.881491,-112.903209,0,85337.0,0
2019-03-07 22:19:17,30501624614310,fraud_Little Ltd,kids_pets,21.96,Amanda,Smith,F,180 Graves Shore,Scotia,SC,29939,32.6786,-81.2455,302,Magazine features editor,1973-05-04,08686fee2b421f0bc18cfce26c1b1e80,1331158757,32.138043,-80.960593,1,29915.0,0
2019-04-26 02:14:59,3556613125071656,"fraud_Moen, Reinger and Murphy",grocery_pos,321.81,Jose,Vasquez,M,572 Davis Mountains,Lake Jackson,TX,77566,29.0393,-95.4401,28739,Futures trader,1999-12-27,bd83059ba3c5df5d15139ea5f9777314,1335406499,29.184686,-95.687871,1,77486.0,0
2019-01-01 04:22:51,377654590313960,fraud_Corwin-Gorczany,misc_net,8.34,Lawrence,Davis,M,7421 Serrano Lane Apt. 580,Powell,TN,37849,36.0435,-84.04,25459,"Teacher, special educational needs",1969-02-22,7aa3362ba57c3675aaeb5f3a3f2da995,1325391771,37.022409,-84.583141,0,42533.0,0
2019-01-19 23:48:32,340951438290556,fraud_Runte-Mohr,food_dining,92.79,Maria,Garcia,F,865 Thomas Village,Orangeburg,NY,10962,41.0442,-73.9609,5950,Records manager,1971-07-02,b8c79024c47140b7b09b159b8f287070,1327016912,41.597416,-74.913761,1,12786.0,0
2019-01-02 18:48:56,4560395181594436016,fraud_Ankunding-Carroll,travel,7.19,Angela,Taylor,F,6343 Ramirez Skyway Apt. 518,Lakeport,CA,95453,39.047,-122.9328,11256,Podiatrist,1972-10-18,2baa02f7f5646695cbab2234ee0651df,1325530136,39.763166,-121.942221,0,95926.0,0
2019-01-01 05:32:10,30407675418785,fraud_Parisian and Sons,gas_transport,46.22,Danielle,Evans,F,76752 David Lodge Apt. 064,Breesport,NY,14816,42.1939,-76.7361,520,Psychotherapist,1991-10-13,b401ceac6663969b2166110d95fcf4e5,1325395930,42.674876,-76.692667,0,13081.0,0
2019-01-01 12:54:25,36078114201167,"fraud_Pouros, Walker and Spencer",kids_pets,2.31,Christopher,Horn,M,956 Sanchez Highway,Mallie,KY,41836,37.2692,-82.9161,798,Facilities manager,1926-06-26,f6b49d6d37ae57248ae7bb2043766f78,1325422465,37.71969,-83.814198,0,40472.0,0
2019-01-01 08:33:19,30143535920989,fraud_Parisian and Sons,gas_transport,38.47,Lisa,Collins,F,44197 Jeffrey Port Suite 050,Bridgeport,NJ,8014,39.8016,-75.3478,504,"Engineer, control and instrumentation",1980-08-17,2c6310836536a6757be81e6ad79efb20,1325406799,39.355193,-76.173957,0,21610.0,0
2019-02-23 01:53:55,4157213332670159,fraud_Cummerata-Jones,gas_transport,6.78,Bryan,Gill,M,48635 Paul Hills,Gaines,MI,48436,42.8813,-83.8855,3764,Veterinary surgeon,1966-08-03,c5f94adef8ccb78372d4efe4a2c49285,1329962035,43.84015,-83.563243,1,48759.0,0
2019-01-20 19:04:39,4220345354880,fraud_Kuhic LLC,shopping_net,1191.47,Patrick,Torres,M,27386 Snyder Station,Oxford,MI,48371,42.8223,-83.2829,24840,Agricultural consultant,1960-01-20,79653b3902318ac33cc7c6608fde6ca4,1327086279,42.682513,-82.375625,1,48039.0,0
2019-01-08 03:06:06,4806443445305,fraud_Bauch-Raynor,grocery_pos,276.41,Eric,Patel,M,69459 Rachel Prairie Apt. 850,Ironton,OH,45638,38.5294,-82.6654,21635,Geochemist,2001-07-10,9281d982af32a7f45bbb181bbb17243c,1325991966,37.601116,-83.040523,1,41464.0,0
2019-01-01 05:56:54,6011148190095209,"fraud_Adams, Kovacek and Kuhlman",grocery_net,74.85,Terri,Bailey,F,508 Erin Mount,Daly City,CA,94015,37.6787,-122.478,107941,"Buyer, industrial",1991-10-04,5674d7c6891a3d5e9a9fa208730057a4,1325397414,38.544098,-123.311607,0,95450.0,0
2019-01-01 14:28:26,2288813824604479,fraud_Hills-Boyer,personal_care,200.49,Barbara,Norman,F,6278 Stephanie Unions,New York City,NY,10039,40.8265,-73.9383,1577385,Herbalist,1981-08-29,2039dc29ccbaea9ecde978052d2e4b76,1325428106,40.159062,-74.597258,0,8501.0,0
2019-01-01 23:30:12,4452366298769043,"fraud_Tillman, Fritsch and Schmitt",misc_net,2.73,Linda,Davis,F,6602 Ortiz Pine Apt. 179,Blooming Grove,TX,76626,32.0758,-96.701,1563,Financial adviser,1978-03-04,a2dccd74fb0881c098642680e9e31da9,1325460612,33.019353,-96.425378,0,75166.0,0
2019-01-01 07:11:55,377026671291680,fraud_Conroy-Cruickshank,gas_transport,71.06,Jackie,Davis,F,1898 Parker Fork Apt. 057,Redford,MO,63665,37.3272,-91.0243,241,Investment analyst,1974-10-27,a29812ac63e9b065046efd387a6ec8b5,1325401915,36.447073,-91.941927,0,72578.0,0
2019-01-13 21:10:28,3536918668124647,fraud_Terry-Huel,shopping_net,994.92,Michelle,Juarez,F,44864 Melton Vista Suite 310,San Jose,CA,95148,37.3304,-121.7913,973849,Science writer,1955-06-12,a2c0f59146a22479dd65bae74d6d7741,1326489028,38.075623,-122.14827,1,94510.0,1
2019-01-01 13:46:09,378904938837132,"fraud_Feil, Hilpert and Koss",food_dining,9.84,Tina,Zimmerman,F,3595 Susan Island Suite 063,Thomas,OK,73669,35.7382,-98.7388,1675,Barrister,1986-05-01,0f391ab7f3d9d62ec29582fddbcc0da1,1325425569,35.398762,-98.105401,0,73090.0,0
2019-01-01 00:46:18,3536918668124647,"fraud_Ferry, Lynch and Kautzer",misc_net,2.76,Michelle,Juarez,F,44864 Melton Vista Suite 310,San Jose,CA,95148,37.3304,-121.7913,973849,Science writer,1955-06-12,70ca7fe41f09770d724a027152dcb9f0,1325378778,37.548452000000005,-121.536454,0,95377.0,0
2019-01-01 17:37:36,180042946491150,fraud_Stiedemann Ltd,food_dining,25.98,Charles,Robles,M,3337 Lisa Divide,Saint Petersburg,FL,33710,27.7898,-82.7243,341043,"Engineer, land",1989-02-28,15489b7da0bf1efebb70a6921f8a5973,1325439456,28.260406,-82.617731,0,34654.0,0
2019-03-22 23:17:40,6540981358631302,fraud_Terry-Huel,shopping_net,1132.86,Bryan,Torres,M,152 James Centers Apt. 768,Detroit,MI,48221,42.426,-83.15,673342,Retail manager,1967-06-19,41f9dd1a3a224074f53c5987381ead63,1332458260,42.441728000000005,-83.111749,1,48220.0,1
2019-02-28 22:17:47,630425673344,fraud_DuBuque LLC,grocery_pos,328.03,Bryan,Miller,M,411 Laurie Fords,Cass,WV,24927,38.388000000000005,-79.9906,365,Special effects artist,1970-03-14,33ff33e1f5ed4ca135f7b5749cdb6c26,1330553867,37.512582,-80.059404,1,24127.0,0
2019-01-01 10:21:29,4488941175228467,fraud_Kiehn Inc,grocery_pos,185.82,Jacqueline,Washington,F,138 Stephen Ridges Apt. 978,Umatilla,FL,32784,28.9254,-81.6801,11432,Private music teacher,1986-03-31,35693cac29bbfbe9db6993d09c64f6be,1325413289,28.512323,-82.44894599999999,0,34604.0,0
2019-01-01 16:01:34,4561546772499,"fraud_Ruecker, Beer and Collier",shopping_net,1.29,Daniel,Briggs,M,7118 Jessica Unions Apt. 789,Moriarty,NM,87035,34.9889,-106.0609,7268,"Therapist, art",1988-08-04,44793eab1f270cf540e2addf9bd78b35,1325433694,35.573259,-106.740657,0,87053.0,0
2019-03-25 17:10:29,5301645381939419,fraud_Mohr-Bayer,shopping_net,1162.35,Joe,Allen,M,368 Rollins Fort Apt. 076,Aurora,CO,80019,39.7656,-104.7069,389246,Industrial/product designer,1938-08-07,8c0c28cf14f4e4216deda3220146981c,1332695429,40.157469,-103.745416,1,80701.0,1
2019-01-01 18:19:25,4266200684857219,"fraud_Crist, Jakubowski and Littel",home,107.64,Joshua,Bryant,M,5452 Patricia Inlet Apt. 280,Nelson,NE,68961,40.201,-98.0684,732,Television/film/video producer,1956-12-13,0134e6a797bcf8c07b28647ad33fd53a,1325441965,39.879013,-97.392439,0,66944.0,0
2019-01-02 18:42:41,375848982312810,fraud_Jacobi Inc,health_fitness,77.27,Dale,Smith,M,25036 Contreras Turnpike Suite 270,Purmela,TX,76566,31.4841,-97.9903,258,Web designer,1943-12-15,044c22a76a2102c62d948b60304820dc,1325529761,31.513717,-98.485947,0,76844.0,0
2019-01-01 07:49:18,3598304579370089,fraud_Jaskolski-Dibbert,grocery_net,30.93,Vincent,Flowers,M,0189 Emily Prairie,Wichita,KS,67232,37.6395,-97.1714,409656,Heritage manager,1985-12-27,423115c3906513a92a69a9d6f55156ae,1325404158,38.37696,-96.548617,0,66845.0,0
2019-01-01 07:19:58,676298633337,"fraud_Lockman, West and Runte",grocery_pos,99.92,Jessica,Werner,F,4529 Cannon Alley,Center Point,WV,26339,39.4125,-80.6352,255,Chief Executive Officer,1971-12-10,6745d638ddd330b020341363bef6bc18,1325402398,40.262049,-80.833015,0,43901.0,0
2019-01-01 16:50:27,378904938837132,"fraud_Konopelski, Schneider and Hartmann",food_dining,94.33,Tina,Zimmerman,F,3595 Susan Island Suite 063,Thomas,OK,73669,35.7382,-98.7388,1675,Barrister,1986-05-01,c7f5c8e8e3e9709d98c2573553a9f3ef,1325436627,36.559645,-99.40771,0,73841.0,0
2019-04-03 23:21:54,373043435942726,"fraud_Lockman, West and Runte",grocery_pos,282.97,Vincent,Richards,M,2064 Tyler Fork,Beasley,TX,77417,29.479,-95.9681,2457,Trading standards officer,1981-03-04,5d85e0258140532261e7e514ebeb1c83,1333495314,28.683255,-95.023983,1,,0
2019-04-26 02:48:15,6011348830550197,fraud_Rau and Sons,grocery_pos,296.76,Samuel,Johnston,M,16285 Jessica Lights,Birmingham,AL,35229,33.4629,-86.7904,493806,Musician,1980-07-12,dbdce12d096f0cb711b2502253bcfb38,1335408495,33.041681,-87.696151,1,35463.0,0
2019-02-25 22:04:59,4593569795412,"fraud_Langworth, Boehm and Gulgowski",shopping_net,942.93,Chelsea,Silva,F,5205 Annette Islands Apt. 043,Hubbell,NE,68375,40.0456,-97.4735,121,Set designer,1996-04-04,c506ec3c282524adcf5309dc9be3f8aa,1330207499,40.562529,-97.87002,1,68979.0,1
